"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Not classified","INX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2070","2540","2990","3390","3280","3580","4120","5120","6380","6780","6390","5720","5610","5630","6370","8220","10420","11100","12560","13130","14440","14600","15480","16920","18880","20650","21430","22690","24130","24080","24920","29980","37840","44640","47950","50530","50940","46810","44850","42220","40730","43510","46410","50390","51810","53350","59350","63300","65750","",
"Iran, Islamic Rep.","IRN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","210","210","220","250","270","290","320","360","390","450","540","730","1090","1460","1980","2060","2000","2240","2050","2320","3070","3260","3070","3420","3600","3470","2970","2530","2540","","","","","1290","1600","1790","1780","1740","1760","1790","1880","2200","2520","2960","3480","4270","4970","5560","6250","6870","7130","6990","6500","5370","5500","5420","4530","3640","2960","",
"Iraq","IRQ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","3910","3420","3010","2350","2540","2760","3060","3540","3730","3730","7070","70","50","40","60","130","390","750","920","1290","1600","1730","1420","850","1370","1430","1820","2400","3550","4160","4580","4960","6310","7050","6750","5800","5340","4640","5040","5810","4680","",
"Iceland","ISL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1540","1740","2050","2440","2980","3110","2790","2490","","","","","","","","","","","","","","","","","","","","","","","","","","","","28480","29270","30400","31540","30700","30930","33710","42020","50520","53450","61880","50060","41860","36270","37610","40690","46960","48090","49940","54910","60230","67760","72900","62410","",
"Israel","ISR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1320","1330","1310","1440","1470","1480","1730","1910","","","","","","","","","","","","","","","","","","","","","","","","","","","","18960","18770","18480","19360","19310","18540","18650","20010","21500","22370","24040","26270","27400","29770","31760","32540","34670","36300","36200","36540","37970","41320","43540","42610","",
"Italy","ITA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","1060","1160","1280","1410","1550","1700","1850","2060","2250","2620","3250","3930","4320","4510","4730","5270","6740","8430","8710","8220","7630","7760","8030","9380","12160","15950","17300","18660","20370","22960","21590","20860","20670","21830","22300","22220","21990","21910","21190","20770","23410","28360","32480","34280","35930","37980","37990","37960","37980","36220","35570","34910","33000","31970","31380","33850","34910","32360","",
"Jamaica","JAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","620","650","720","760","980","1020","1180","1370","1380","1460","1410","1320","1220","1300","1350","1390","1130","920","950","1170","1480","1690","1770","1730","1610","1840","1880","2290","2520","2770","2890","3120","3240","3240","3260","3440","3650","3800","4080","4320","4560","4330","4390","4590","4980","5010","4910","4700","4600","4750","5010","5250","4670","",
"Jordan","JOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","1160","1540","1810","2040","1980","1750","1730","1670","1870","2100","2160","1560","1270","1090","1240","1280","1340","1420","1430","1450","1480","1530","1670","1740","1780","1900","2160","2340","2510","2730","3110","3380","3520","3620","3720","3830","3920","3950","4000","4080","4270","4410","4310","",
"Japan","JPN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","610","700","810","900","1040","1210","1430","1680","1880","2140","2720","3620","4430","5170","5410","5940","7450","9450","10850","11120","10550","10270","10520","11470","13860","18180","24920","27010","27820","28580","30540","33350","37120","42550","43940","40760","35010","34320","36810","37380","35360","35660","39000","41280","40590","39310","39380","39230","43910","47470","50060","48850","44440","39380","38490","38990","41850","42330","","",
"Kazakhstan","KAZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1430","1310","1280","1340","1390","1390","1290","1270","1360","1530","1810","2300","2930","3860","4980","6110","6790","7440","8280","9940","11840","12080","11380","8770","8040","8070","8820","8710","",
"Kenya","KEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","100","110","100","120","120","130","140","130","160","190","200","230","250","250","280","320","390","450","450","390","340","310","310","340","370","410","400","370","350","330","270","260","270","340","390","430","430","410","400","380","400","450","510","580","700","820","820","920","1000","1050","1110","1230","1300","1460","1510","1680","1830","1840","",
"Kyrgyz Republic","KGZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520","450","370","360","390","390","360","300","280","280","290","340","400","450","500","610","760","860","850","880","1040","1190","1250","1180","1110","1110","1220","1240","1170","",
"Cambodia","KHM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","320","320","290","300","300","310","320","350","400","460","520","590","670","700","750","810","880","970","1020","1060","1140","1230","1380","1530","1500","",
"Kiribati","KIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","870","860","690","660","790","780","590","540","520","550","640","670","720","960","1030","1020","1050","1150","1090","1340","1470","1300","1330","1340","1250","1310","1480","1700","1710","1820","1930","1900","2050","2090","2620","2980","3220","3470","2920","3020","3100","3430","2960","",
"St. Kitts and Nevis","KNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","1370","1670","1850","1940","2010","2240","2510","3070","3690","4390","4660","5220","5260","5710","6190","6710","7310","7690","8080","7830","8280","9120","9440","9370","9270","10390","11640","12440","13050","14850","14620","14690","15450","15470","16610","16490","16410","18510","18840","19790","21160","19080","",
"Korea, Rep.","KOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120","120","130","130","140","150","190","240","280","310","340","430","550","660","810","970","1280","1680","1870","2030","2050","2170","2340","2480","2850","3530","4520","5380","6450","7570","8310","9010","10090","11820","13320","13550","10330","10430","11030","11950","12850","13790","16200","18520","20800","23440","23860","22040","22290","23590","25660","26980","28160","28720","29330","30300","32750","33830","32930","",
"Kuwait","KWT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20520","20870","21480","19680","16870","17980","18660","18930","22600","28510","35220","42300","47580","51710","45000","42490","43790","49690","53060","51000","41820","35330","31400","33430","36290","","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","449.475029711915","464.596625080285","498.824964824913","532.64992869237","563.876660306743","618.548396374864","681.238381129088","827.274819224922","1058.51793692964","1249.55153546329","1327.90779973376","1362.15930025165","1478.19025226061","1735.13011938458","2012.34072193229","2166.44076539143","2061.70152553203","1814.1519689705","1731.63848868313","1675.36546953713","1738.64062250722","1895.54297909968","2036.48191507354","2066.82266153496","2123.12846490021","2314.19762477018","2621.27275377832","2875.87649779325","3279.49790975241","3497.16172463209","3880.56088848463","4191.73282408506","4170.61842949711","3946.69526965472","4016.96956722731","3872.72662988497","3642.2459032478","3651.51659105878","3928.48669468054","4377.79628129869","5032.6711202785","5862.52902344248","6743.04116939452","6878.66554764844","7627.65352228845","8469.26509305667","9354.50829642384","9799.05305564653","9628.12950583696","8814.30301545479","8086.43342295137","7959.40187594326","8241.90763805261","8317.39169676381","7211.51047192378","",
"Lao PDR","LAO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","550","430","250","210","190","210","250","280","310","350","380","370","310","290","280","310","320","340","390","460","510","620","750","890","1000","1140","1370","1610","1830","1980","2130","2260","2480","2540","2520","",
"Lebanon","LBN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1700","1920","2220","2610","3160","3720","4000","4250","4490","4600","4460","4200","3790","4730","4890","4860","5410","6060","6870","7470","7560","7560","7640","7550","7300","7250","7490","7750","7420","5370","",
"Liberia","LBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","180","210","250","290","330","390","430","460","520","570","650","650","650","640","640","630","610","570","",
"Libya","LBY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5170","5160","5140","6860","8600","10400","12200","12090","12380","4690","11550","10750","7610","5690","4550","5410","6800","7720","4960","",
"St. Lucia","LCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1530","1510","1660","1940","2500","2830","3330","3570","3730","3850","4400","4420","4510","4650","4850","4760","4930","5150","5250","4990","5010","5370","6000","6230","7260","7500","8090","8020","8170","8820","8850","8790","8840","8740","9430","10060","10720","10950","8560","",
"Latin America & Caribbean","LCN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","488.735718310861","503.328604587113","538.342226017891","573.217077285482","610.006899477089","668.802809330879","734.939863041219","888.996099347607","1129.63210471565","1308.70840662133","1388.28915750335","1427.61064017606","1557.03699387257","1831.65181391789","2131.16339769558","2317.86899617935","2202.74665973776","1940.86795019222","1852.35838425185","1791.86776014569","1859.14504822359","2003.62738942502","2149.09147671132","2149.7447727957","2209.78359136415","2397.18699094577","2708.77956899485","2953.63228040193","3330.33532547101","3570.82145188325","3948.85455833295","4271.90743287813","4251.66540671106","4055.49593313379","4151.55758520652","4035.3577323454","3784.22806286071","3772.938690176","4092.30949577096","4581.62388073353","5275.77651478522","6155.4840472886","7096.57964995203","7266.15862636482","8049.57519393504","8873.43085927045","9788.23555954439","10197.814183075","10091.6872096307","9129.03704955994","8413.95224792155","8301.2537172517","8634.30719899185","8740.01026437075","7611.83675015782","",
"Least developed countries: UN classification","LDC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","231.445870588647","260.332854586224","301.747865657376","318.903492700755","321.492365942518","310.022613394144","306.811995755862","283.763396178535","273.130183337411","249.78966356792","262.116964479981","274.042981098755","287.908135204511","286.589933270626","288.516277965203","299.184546404017","306.032398653101","317.768506794115","341.344344594665","392.082086367199","445.478069196352","497.075906658521","568.299367138682","659.4662614639","718.744788468267","768.971185958238","819.114145606","888.987494037368","962.218825293959","1008.49785089274","999.671403477944","984.708575597928","993.474393202916","1044.97504259684","1089.64244796068","1061.82677796437","",
"Low income","LIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","489.564806063526","460.812418211108","401.103415616073","402.134326330328","404.709074280303","415.110961754257","403.568820483148","398.426629635958","403.382120411138","421.964815498691","444.451630550619","481.519939256767","550.281985720482","616.451525548013","693.525832910289","793.396335266644","911.435968974538","997.436483934947","1055.55961621281","826.520233669706","713.345207860707","685.266575936989","705.06808951146","686.98473293681","662.944352078455","649.39219550433","659.110841679504","683.206642119898","668.815423509277","",
"Liechtenstein","LIE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","5120","6500","8210","10150","11190","12370","14760","18510","22610","22620","20320","18770","19020","19730","22870","31170","41490","43620","45470","47570","54350","56680","62010","70050","78570","80150","77660","78660","78870","68260","65050","68450","78700","92710","104050","112190","121900","116440","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","130","130","130","150","170","160","170","170","170","180","210","250","270","260","260","240","260","280","300","310","310","330","370","410","430","460","440","460","490","550","600","640","690","740","800","820","840","870","830","840","940","1060","1210","1360","1550","1790","2010","2410","2850","3360","3490","3640","3760","3810","3870","4040","4010","3720","",
"Lower middle income","LMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","114.09992095241","115.241198410338","124.762222237183","134.652652666172","141.127739534703","151.670807527997","176.592682679497","220.433408434677","263.552088566867","289.253506996421","303.850243158277","329.585103572416","372.570002410474","427.775270485803","476.995461284991","509.605651509802","508.159312882701","484.277179468667","491.878527537447","511.71237847123","540.326076535425","555.178067481357","533.179751246335","528.094112328076","505.276598196053","507.722324927949","492.166798152022","506.347874173236","543.058126350525","594.453662507656","617.047932329609","578.647917899971","581.592748832264","588.33483367988","611.080207169911","626.32332845311","691.440880654641","802.12169405239","917.418495726159","1038.4510598823","1206.45918743485","1385.3804146476","1508.07420255741","1654.4599991365","1821.13874437313","2021.04947891406","2126.0673741755","2164.36911090144","2126.8666186853","2135.44472926899","2177.93127578758","2292.28501361799","2361.9857605486","2217.14902919661","",
"Low & middle income","LMY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","142.827065206001","156.879064847847","170.654155136655","178.566536993392","178.989603086212","183.612721409123","199.817473551982","216.369705971115","228.702877321717","246.567949546112","294.384935816684","365.124864048065","432.110301593564","454.268543709206","472.747850649311","508.199812488862","583.300253290618","665.673806112108","718.854858854519","715.486261706193","676.384000506716","662.501638087244","670.573784653397","703.623556720151","760.099288249453","803.784943942542","796.604222053999","826.762406844624","816.869844548964","856.54464011169","881.171062057302","929.060774133442","999.143534489759","1098.13505312615","1167.77536230289","1128.49734403296","1109.40445725751","1146.7259155418","1155.26766223696","1174.81020580021","1277.29856642922","1485.15948539213","1726.29978556591","2000.71039594639","2363.21431406689","2780.53697251552","2991.02761771341","3329.7935136245","3678.41651148888","4149.97301605184","4486.92672389074","4629.99393628273","4511.78901271962","4418.70034912385","4495.39820904536","4801.58343615941","5036.26129762983","4843.28640307272","",
"Lesotho","LSO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","80","80","80","80","90","90","100","150","220","230","280","310","340","400","440","510","610","540","490","410","390","420","500","520","550","580","650","660","680","690","700","690","620","610","580","640","590","670","810","1020","1130","1300","1290","1190","1270","1360","1500","1460","1350","1310","1270","1190","1230","1290","1100","",
"Late-demographic dividend","LTE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","200.047000380838","197.252179683874","201.747012757337","223.827160275946","249.154414189612","265.686036102551","290.676825733669","350.905599610726","422.485235520521","484.633188493222","498.383728212524","531.823928323659","579.850773254701","668.196955501516","744.556502532799","767.005842734073","747.430434618758","696.424805787853","713.058618987739","731.294671878705","795.246426677818","872.60624218959","958.750512015743","991.535850043353","1000.53265692778","1057.88537916685","1081.08584985947","1107.90447177234","1184.34920979587","1349.78266033802","1555.40603668059","1703.04422399642","1650.58914560916","1587.85625317417","1632.11744442133","1643.02106117484","1720.20752305739","1915.37654167887","2273.64247004087","2688.41206117778","3188.22093864509","3873.78328257629","4697.95033703717","5131.85064530676","5764.73216836095","6495.13920933875","7457.70241168766","8250.47757518349","8652.60558747532","8475.41384786971","8316.53489498456","8521.07376279572","9312.55420361377","9980.73724552803","9860.5651167324","",
"Lithuania","LTU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","2860","2980","3210","3450","3820","4700","6010","7560","8800","10600","12680","12460","12570","13320","14100","15340","16070","15190","14890","15280","17470","19060","19620","",
"Luxembourg","LUX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1630","1680","1870","1920","2020","2070","2240","2560","3220","3440","4050","5200","6850","7890","8470","9030","10600","12870","15390","15400","14850","13410","12990","13050","15520","19980","25870","28540","31330","35170","38990","40050","41330","45760","48560","49360","46350","46520","45690","45000","42520","46050","62680","73180","71370","85730","86000","70650","77640","79210","87950","85160","86760","73530","73730","75800","79540","77110","81110","",
"Latvia","LVA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2720","2870","2990","3320","3600","3940","4670","5830","7390","8930","11230","13530","14120","12650","12740","13800","14850","15340","15110","14800","14870","16550","17810","17890","",
"Macao SAR, China","MAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","4770","4600","5220","6510","7490","8080","8980","9990","12570","14310","16030","17430","17490","17330","15700","14640","14720","15760","16290","17840","22220","23950","26190","34150","33780","36100","45260","54490","60790","69510","72140","62080","63700","69960","76480","75690","","",
"St. Martin (French part)","MAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","220","240","250","270","290","350","440","540","580","600","650","780","980","960","940","790","730","680","770","860","1080","1110","1160","1240","1270","1230","1350","1300","1510","1460","1460","1410","1390","1400","1370","1540","1830","2070","2240","2380","2700","2880","2930","3000","2980","3090","3060","3020","2880","2880","3090","3200","3020","",
"Monaco","MCO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630","580","510","490","500","590","710","910","1120","1280","1440","1870","1950","2380","2730","3140","3620","3740","3300","3180","3330","3920","4580","4560","",
"Madagascar","MDG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","130","130","140","140","150","160","170","170","180","180","190","210","260","310","300","310","310","390","500","510","520","480","430","400","400","370","340","300","310","280","290","290","290","280","300","300","300","280","290","300","280","340","340","340","330","380","450","470","470","480","500","520","520","490","470","470","500","520","470","",
"Maldives","MDV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760","1860","1980","2070","2240","2620","3400","3770","3460","4540","4480","5420","5460","5960","6590","6630","6800","7320","7650","8070","8600","9210","9640","6490","",
"Middle East & North Africa","MEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2477.29326013706","2709.20864057751","2880.3267406509","2897.33418794058","2895.7074188654","3061.30615667377","3166.17681084929","3133.30600117067","3358.50823967896","3856.86050891566","4382.40935554398","5015.37654366757","5768.40799376544","6712.25177645716","6961.77141466818","7405.11817267538","7534.32267401833","8294.4985460325","8694.38232511667","8657.6644793051","7984.33240308733","7593.10431411143","7185.14582834401","7331.42650557899","7471.42567272355","6892.35715163419","",
"Mexico","MEX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","360","390","440","480","510","560","610","640","680","730","820","990","1210","1460","1540","1480","1590","1890","2560","3270","3000","2400","2200","2270","2080","2040","2090","2370","2790","3250","3770","4490","5310","4790","4620","4660","5000","5510","6210","6740","7100","7360","7820","8050","8690","9250","9780","8820","9040","9310","10050","10270","10500","10160","9390","8920","9180","9470","8480","",
"Marshall Islands","MHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3070","2690","2590","2690","2830","2960","3110","3100","3130","3280","3440","3310","3450","3280","3470","3550","3570","3470","3880","4040","4290","4250","4440","4840","5050","4940","",
"Middle income","MIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","135.422742919889","146.057314683959","160.765375853459","175.034075511477","183.274720804325","183.645687778286","188.408476711154","205.278675789519","222.426729966149","235.178128511629","253.701803595952","303.150653721609","376.06274314956","444.927085428396","467.716313177067","486.610792519864","523.505750817988","601.144427898787","686.559764913904","742.164665999224","739.345192858805","699.598855835414","686.138907166067","694.725715063537","727.561127649676","783.867904466009","829.244408174877","822.779689173136","856.826240863286","847.917240720008","891.453654727345","919.105230816406","972.605088505315","1047.89515846355","1154.00892373434","1228.72246406984","1188.24834838104","1169.07459341002","1209.84848075059","1218.67712918251","1239.16854951815","1348.59845481368","1570.2645408314","1828.82617592181","2123.33421366181","2512.75863986494","2961.39600723947","3187.31210352277","3556.74007221702","3964.22094503682","4497.81375410745","4876.42147039144","5037.60660598441","4914.60554479524","4819.90346510071","4912.13676598432","5257.17026066473","5522.64071134125","5317.70025359461","",
"North Macedonia","MKD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1750","1460","1400","1790","2190","2220","2010","1910","1920","1820","1850","2110","2590","3020","3350","3620","4370","4650","4740","4840","4770","5030","5220","5130","5000","4940","5500","5890","5750","",
"Mali","MLI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","60","60","70","80","90","100","120","140","160","170","220","250","240","200","170","160","180","200","240","290","290","290","320","330","320","280","270","270","280","280","290","280","300","290","350","400","460","500","530","610","660","700","730","730","780","810","800","780","770","830","870","830","",
"Malta","MLT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1090","1260","1560","1990","2120","2320","2660","3300","4280","4670","4550","3940","3830","3690","4000","4930","6260","6910","7600","7940","8720","8570","8600","9250","10010","10530","10260","10710","11400","10950","10710","12170","14100","15660","16350","17580","20410","20310","21370","22120","22160","23370","24560","25230","23590","24140","27090","28340","25860","",
"Myanmar","MMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","30","30","20","20","10","10","20","20","20","20","20","30","40","40","40","30","30","30","30","30","30","40","30","40","40","40","40","40","40","50","60","70","90","120","130","120","120","130","140","130","150","170","200","230","270","350","460","620","800","990","1160","1210","1170","1200","1180","1220","1270","1350","",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270.96209279087","1456.69995545887","1583.78627413776","1637.73181230448","1693.27387147009","1773.82191329421","1826.89134870436","1809.87927643718","1891.38563568633","2145.05108827167","2420.2697759645","2756.54768677717","3223.12775562631","3794.36502008937","4167.08440311904","4522.58024558681","4279.93205887881","4565.98318598698","4625.61051009275","4482.29904465583","4039.42927940866","3957.27319104614","3730.33804820001","3572.58345936687","3462.47847012116","3096.37013582196","",
"Montenegro","MNE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1970","2440","3100","3660","4320","5120","6470","6740","6920","7260","7000","7330","7320","7250","7090","7400","8430","9130","7900","",
"Mongolia","MNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1440","1320","1230","1350","1520","1690","1590","1430","1200","810","510","430","460","550","580","520","480","470","480","530","610","760","900","1120","1410","1800","1790","2000","2590","3650","4330","4210","3800","3490","3240","3690","3850","3740","",
"Northern Mariana Islands","MNP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","190","190","210","250","290","330","320","320","290","320","360","400","420","460","500","540","520","540","600","670","690","640","530","470","460","490","460","",
"Mauritania","MRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","180","230","260","260","270","290","280","290","280","290","340","480","510","540","550","570","640","710","720","670","640","610","580","610","670","740","760","730","810","920","970","870","900","970","870","830","820","730","650","650","710","800","940","1140","1220","1380","1450","1500","1600","1760","1850","1750","1640","1510","1530","1640","1720","1670","",
"Mauritius","MUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","1010","1220","1240","1280","1190","1070","1030","1060","1250","1620","2060","2220","2430","2620","2990","3120","3230","3470","3780","3900","3780","3660","3900","3970","3960","4410","5170","5600","5930","6490","7400","7800","8080","8400","9550","10520","10820","10700","10640","10980","12270","12890","10230","",
"Malawi","MWI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","60","60","60","60","60","70","80","90","110","130","130","130","150","170","190","190","180","170","170","160","150","150","160","160","180","210","200","220","160","160","170","200","200","180","160","140","170","220","300","300","310","330","370","410","450","490","460","410","370","350","340","370","430","550","580","",
"Malaysia","MYS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","240","250","270","300","320","330","340","350","370","390","440","570","750","860","920","970","1130","1450","1790","1930","1860","1810","1950","1920","1860","1960","2140","2260","2400","2560","2880","3230","3600","4050","4500","4620","3640","3380","3460","3550","3790","4160","4740","5270","5840","6630","7510","7600","8260","9050","10180","10840","11140","10680","10150","9950","10650","11260","10570","",
"North America","NAC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3189.39184125008","3317.42539838757","3503.42609807508","3762.63503019986","4066.78662067021","4235.24572668697","4594.90991478977","4911.48302756376","5063.42879052276","5434.19134164939","6066.89774327109","7043.36946677329","7711.49719771022","8213.97669992241","8648.61767139745","9256.5560886489","10385.375787436","11773.6146928688","12913.0085037813","13853.159459873","13709.850148855","14045.9819767837","15624.4659401124","16835.7555354668","18419.7116934281","20615.6353333528","22630.7145921954","22875.5977511668","23149.4551460941","23355.7024949968","24713.5674676875","25400.2538747008","26624.4266539048","27959.6076088334","29149.247811591","30110.3444529355","30855.6521992239","32453.7974743382","34661.7516985721","35384.6679471852","35968.9101261423","38420.6739873927","42193.4501143121","45073.8751738441","46945.4711247429","47993.8460270397","48763.1679863502","47382.0328835956","48687.2984766874","50295.4186842418","52616.5579038238","53872.3562482491","55450.9492609568","55739.2716738503","55805.2060127665","57600.9386710887","61624.439645615","63980.410374053","62025.9765497315","",
"Namibia","NAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1980","1840","1670","1320","1340","1600","1690","1850","1990","2150","2300","2200","2270","2460","2510","2500","2370","2240","2240","2090","2010","2280","2900","3530","4030","4230","4320","4250","4500","5130","5730","5950","5790","5310","4740","4620","4920","5160","4500","",
"New Caledonia","NCL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","1830","2160","2520","3220","3420","3780","4000","5280","6400","6440","6580","6980","6900","7980","7940","7160","5920","5480","5510","6170","8070","13270","14540","14760","15200","16070","15880","16320","17720","18240","17810","14520","13650","13210","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","150","160","160","170","170","170","160","150","150","160","150","160","210","230","220","230","280","350","410","390","360","290","210","220","250","270","330","320","340","360","420","390","300","260","240","240","250","240","220","220","220","250","280","330","360","380","440","480","520","520","550","570","590","560","530","520","570","590","550","",
